ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:MU200110C00044000,2020-01-06,2020-01-10,MU,C,44.0,5,2.37,2.36,-18.73,YES,2.37,4.37,2.36,4.36,2.37,2.36,2,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,2.37,4.38
O:MU200110C00045000,2020-01-06,2020-01-10,MU,C,45.0,1,2.15,2.15,-16.88,YES,2.15,3.97,2.15,3.97,2.15,2.15,1,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,2.15,3.97
O:MU200110C00046000,2020-01-06,2020-01-10,MU,C,46.0,14,2.03,1.92,-15.04,YES,1.98,3.65,1.92,3.55,2.03,1.92,3,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,1.98,3.75
O:MU200110C00048000,2020-01-06,2020-01-10,MU,C,48.0,4,1.48,1.39,-11.34,YES,1.44,2.65,1.39,2.57,1.48,1.39,3,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,1.44,2.73
O:MU200110C00049000,2020-01-06,2020-01-10,MU,C,49.0,16,1.14,1.18,-9.49,YES,1.22,2.24,1.14,2.11,1.29,1.14,3,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,1.22,2.38
O:MU200110C00050000,2020-01-06,2020-01-10,MU,C,50.0,65,1.02,0.91,-7.65,YES,0.96,1.76,0.89,1.64,1.02,0.89,12,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.96,1.88
O:MU200110C00050500,2020-01-06,2020-01-10,MU,C,50.5,52,0.85,0.78,-6.72,YES,0.82,1.51,0.78,1.44,0.85,0.78,8,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.82,1.57
O:MU200110C00051000,2020-01-06,2020-01-10,MU,C,51.0,99,0.78,0.68,-5.8,YES,0.73,1.35,0.67,1.24,0.79,0.67,11,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.73,1.46
O:MU200110C00051500,2020-01-06,2020-01-10,MU,C,51.5,1,0.65,0.65,-4.88,YES,0.65,1.2,0.65,1.2,0.65,0.65,1,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.65,1.2
O:MU200110C00052000,2020-01-06,2020-01-10,MU,C,52.0,148,0.54,0.46,-3.95,YES,0.51,0.94,0.45,0.83,0.57,0.45,21,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.51,1.05
O:MU200110C00052500,2020-01-06,2020-01-10,MU,C,52.5,139,0.45,0.37,-3.03,YES,0.43,0.79,0.37,0.68,0.49,0.37,29,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.43,0.91
O:MU200110C00053000,2020-01-06,2020-01-10,MU,C,53.0,1410,0.29,0.29,-2.11,YES,0.34,0.62,0.27,0.5,0.4,0.27,111,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.34,0.74
O:MU200110C00053500,2020-01-06,2020-01-10,MU,C,53.5,1652,0.26,0.22,-1.18,YES,0.26,0.49,0.21,0.39,0.32,0.21,167,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.26,0.59
O:MU200110C00054000,2020-01-06,2020-01-10,MU,C,54.0,2063,0.19,0.17,-0.26,YES,0.2,0.38,0.16,0.3,0.25,0.16,323,1578286800000000000,4,53.75,53.56,54.14,53.16,54.14,56.67,57.5,57.5,0.0155,0.2,0.46
