ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:MU250110C00055000,2025-01-06,2025-01-10,MU,C,55.0,60,11.45,11.44,11.45,11.44,2,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00060000,2025-01-06,2025-01-10,MU,C,60.0,60,10.22,10.18,10.22,10.18,2,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00070000,2025-01-06,2025-01-10,MU,C,70.0,60,7.71,7.7,7.71,7.7,2,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00072000,2025-01-06,2025-01-10,MU,C,72.0,60,7.24,7.19,7.24,7.19,2,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00074000,2025-01-06,2025-01-10,MU,C,74.0,62,6.68,6.41,6.72,6.4,4,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00075000,2025-01-06,2025-01-10,MU,C,75.0,64,5.95,6.44,6.45,5.95,6,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00077000,2025-01-06,2025-01-10,MU,C,77.0,2,5.69,5.7,5.7,5.69,2,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00078000,2025-01-06,2025-01-10,MU,C,78.0,1,5.52,5.52,5.52,5.52,1,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00079000,2025-01-06,2025-01-10,MU,C,79.0,25,5.05,5.54,5.54,5.05,16,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00080000,2025-01-06,2025-01-10,MU,C,80.0,135,4.76,4.97,5.34,4.76,41,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00081000,2025-01-06,2025-01-10,MU,C,81.0,2,5.04,5.04,5.04,5.04,1,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
O:MU250110C00082000,2025-01-06,2025-01-10,MU,C,82.0,49,3.58,4.5,4.7,3.58,11,1736139600000000000,4,95.56,99.26,101.52,95.48,101.52,99.34,100.78,100.78
