ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:MU210108C00039000,2021-01-04,2021-01-08,MU,C,39.0,1,9.41,9.41,-50.39,YES,9.41,11.97,9.41,11.97,9.41,9.41,1,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,9.41,11.97
O:MU210108C00040000,2021-01-04,2021-01-08,MU,C,40.0,11,8.45,8.46,-49.12,YES,8.46,10.76,8.45,10.75,8.46,8.45,7,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,8.46,10.76
O:MU210108C00049000,2021-01-04,2021-01-08,MU,C,49.0,1,6.82,6.82,-37.67,YES,6.82,8.68,6.82,8.68,6.82,6.82,1,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,6.82,8.68
O:MU210108C00050000,2021-01-04,2021-01-08,MU,C,50.0,15,6.97,6.01,-36.39,YES,6.49,8.26,6.01,7.65,6.97,6.01,7,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,6.49,8.87
O:MU210108C00052000,2021-01-04,2021-01-08,MU,C,52.0,40,5.56,5.56,-33.85,YES,5.56,7.07,5.56,7.07,5.56,5.56,2,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,5.56,7.07
O:MU210108C00053000,2021-01-04,2021-01-08,MU,C,53.0,7,5.34,5.34,-32.58,YES,5.34,6.79,5.34,6.79,5.34,5.34,4,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,5.34,6.79
O:MU210108C00055000,2021-01-04,2021-01-08,MU,C,55.0,4,4.91,4.91,-30.03,YES,4.91,6.25,4.91,6.25,4.91,4.91,2,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,4.91,6.25
O:MU210108C00057000,2021-01-04,2021-01-08,MU,C,57.0,10,4.62,4.62,-27.49,YES,4.62,5.88,4.62,5.88,4.62,4.62,1,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,4.62,5.88
O:MU210108C00057500,2021-01-04,2021-01-08,MU,C,57.5,11,5.06,4.2,-26.85,YES,4.63,5.89,4.2,5.34,5.06,4.2,2,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,4.63,6.44
O:MU210108C00058000,2021-01-04,2021-01-08,MU,C,58.0,1,4.84,4.84,-26.22,YES,4.84,6.16,4.84,6.16,4.84,4.84,1,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,4.84,6.16
O:MU210108C00059500,2021-01-04,2021-01-08,MU,C,59.5,4,3.79,3.82,-24.31,YES,3.8,4.84,3.79,4.82,3.82,3.79,2,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,3.8,4.86
O:MU210108C00060000,2021-01-04,2021-01-08,MU,C,60.0,21,3.95,3.58,-23.67,YES,3.76,4.79,3.58,4.55,3.95,3.58,5,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,3.76,5.02
O:MU210108C00063000,2021-01-04,2021-01-08,MU,C,63.0,12,2.75,2.74,-19.86,YES,2.74,3.49,2.74,3.49,2.75,2.74,2,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.74,3.5
O:MU210108C00063500,2021-01-04,2021-01-08,MU,C,63.5,17,3.19,3.45,-19.22,YES,3.34,4.25,3.19,4.06,3.49,3.19,3,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,3.34,4.44
O:MU210108C00064000,2021-01-04,2021-01-08,MU,C,64.0,21,3.08,2.53,-18.59,YES,2.92,3.71,2.53,3.22,3.3,2.53,8,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.92,4.2
O:MU210108C00065000,2021-01-04,2021-01-08,MU,C,65.0,59,2.89,2.27,-17.31,YES,2.67,3.4,2.26,2.87,3.08,2.26,19,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.67,3.92
O:MU210108C00065500,2021-01-04,2021-01-08,MU,C,65.5,54,2.83,2.26,-16.68,YES,2.78,3.53,2.26,2.87,3.29,2.26,17,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.78,4.19
O:MU210108C00066000,2021-01-04,2021-01-08,MU,C,66.0,14,2.98,2.98,-16.04,YES,2.98,3.79,2.98,3.79,2.98,2.98,2,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.98,3.79
O:MU210108C00066500,2021-01-04,2021-01-08,MU,C,66.5,10,2.98,2.2,-15.41,YES,2.59,3.29,2.2,2.8,2.98,2.2,4,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.59,3.79
O:MU210108C00067000,2021-01-04,2021-01-08,MU,C,67.0,202,2.81,1.85,-14.77,YES,2.33,2.96,1.85,2.35,2.81,1.85,7,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.33,3.57
O:MU210108C00067500,2021-01-04,2021-01-08,MU,C,67.5,25,2.35,1.88,-14.13,YES,2.28,2.9,1.88,2.39,2.68,1.88,6,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.28,3.41
O:MU210108C00068000,2021-01-04,2021-01-08,MU,C,68.0,250,2.25,1.64,-13.5,YES,2.1,2.68,1.64,2.09,2.57,1.64,21,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.1,3.27
O:MU210108C00068500,2021-01-04,2021-01-08,MU,C,68.5,5,2.3,2.3,-12.86,YES,2.3,2.93,2.3,2.93,2.3,2.3,1,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,2.3,2.93
O:MU210108C00069000,2021-01-04,2021-01-08,MU,C,69.0,85,1.99,1.42,-12.22,YES,1.88,2.39,1.42,1.81,2.34,1.42,20,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.88,2.98
O:MU210108C00070000,2021-01-04,2021-01-08,MU,C,70.0,317,1.74,1.29,-10.95,YES,1.71,2.18,1.22,1.55,2.2,1.22,98,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.71,2.8
O:MU210108C00071000,2021-01-04,2021-01-08,MU,C,71.0,1125,1.56,1.14,-9.68,YES,1.48,1.88,1.1,1.4,1.86,1.1,39,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.48,2.37
O:MU210108C00071500,2021-01-04,2021-01-08,MU,C,71.5,128,1.5,1.06,-9.04,YES,1.4,1.79,1.0,1.27,1.81,1.0,35,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.4,2.3
O:MU210108C00072000,2021-01-04,2021-01-08,MU,C,72.0,771,1.36,0.95,-8.41,YES,1.35,1.72,0.9,1.14,1.8,0.9,185,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.35,2.29
O:MU210108C00072500,2021-01-04,2021-01-08,MU,C,72.5,108,1.31,0.85,-7.77,YES,1.26,1.61,0.85,1.08,1.68,0.85,57,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.26,2.14
O:MU210108C00073000,2021-01-04,2021-01-08,MU,C,73.0,1393,1.2,0.81,-7.14,YES,1.17,1.49,0.76,0.97,1.58,0.76,287,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.17,2.01
O:MU210108C00073500,2021-01-04,2021-01-08,MU,C,73.5,521,1.06,0.74,-6.5,YES,1.1,1.39,0.7,0.89,1.49,0.7,106,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.1,1.9
O:MU210108C00074000,2021-01-04,2021-01-08,MU,C,74.0,1448,1.02,0.68,-5.86,YES,1.03,1.31,0.64,0.81,1.42,0.64,458,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,1.03,1.81
O:MU210108C00075000,2021-01-04,2021-01-08,MU,C,75.0,4111,0.88,0.57,-4.59,YES,0.88,1.13,0.53,0.67,1.24,0.53,1121,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.88,1.58
O:MU210108C00076000,2021-01-04,2021-01-08,MU,C,76.0,4032,0.75,0.47,-3.32,YES,0.77,0.98,0.44,0.56,1.1,0.44,868,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.77,1.4
O:MU210108C00077000,2021-01-04,2021-01-08,MU,C,77.0,5637,0.7,0.39,-2.05,YES,0.64,0.82,0.36,0.46,0.93,0.36,1541,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.64,1.18
O:MU210108C00078000,2021-01-04,2021-01-08,MU,C,78.0,5277,0.52,0.32,-0.78,YES,0.56,0.71,0.3,0.38,0.82,0.3,1561,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.56,1.04
O:MU210108C00079000,2021-01-04,2021-01-08,MU,C,79.0,1488,0.48,0.26,0.5,NO,0.48,0.6,0.24,0.31,0.71,0.24,433,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.48,0.9
O:MU210108C00080000,2021-01-04,2021-01-08,MU,C,80.0,7397,0.36,0.22,1.77,NO,0.4,0.51,0.2,0.25,0.6,0.2,1959,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.4,0.76
O:MU210108C00081000,2021-01-04,2021-01-08,MU,C,81.0,2068,0.28,0.17,3.04,NO,0.33,0.42,0.16,0.2,0.5,0.16,385,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.33,0.64
O:MU210108C00082000,2021-01-04,2021-01-08,MU,C,82.0,864,0.26,0.14,4.31,NO,0.28,0.35,0.13,0.17,0.42,0.13,190,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.28,0.53
O:MU210108C00083000,2021-01-04,2021-01-08,MU,C,83.0,698,0.22,0.12,5.58,NO,0.23,0.29,0.1,0.13,0.36,0.1,130,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.23,0.46
O:MU210108C00084000,2021-01-04,2021-01-08,MU,C,84.0,383,0.16,0.1,6.86,NO,0.19,0.24,0.08,0.1,0.3,0.08,102,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.19,0.38
O:MU210108C00085000,2021-01-04,2021-01-08,MU,C,85.0,1687,0.12,0.07,8.13,NO,0.16,0.21,0.07,0.09,0.26,0.07,357,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.16,0.33
O:MU210108C00086000,2021-01-04,2021-01-08,MU,C,86.0,113,0.12,0.07,9.4,NO,0.13,0.17,0.05,0.06,0.21,0.05,49,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.13,0.27
O:MU210108C00087000,2021-01-04,2021-01-08,MU,C,87.0,205,0.08,0.06,10.67,NO,0.11,0.14,0.05,0.06,0.17,0.05,76,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.11,0.22
O:MU210108C00088000,2021-01-04,2021-01-08,MU,C,88.0,246,0.07,0.04,11.95,NO,0.1,0.12,0.04,0.05,0.15,0.04,65,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.1,0.19
O:MU210108C00089000,2021-01-04,2021-01-08,MU,C,89.0,31,0.06,0.03,13.22,NO,0.07,0.09,0.03,0.04,0.11,0.03,16,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.07,0.14
O:MU210108C00090000,2021-01-04,2021-01-08,MU,C,90.0,2166,0.06,0.03,14.49,NO,0.06,0.08,0.02,0.03,0.1,0.02,395,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.06,0.13
O:MU210108C00091000,2021-01-04,2021-01-08,MU,C,91.0,188,0.04,0.02,15.76,NO,0.05,0.06,0.02,0.03,0.08,0.02,35,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.05,0.1
O:MU210108C00092000,2021-01-04,2021-01-08,MU,C,92.0,6,0.03,0.04,17.03,NO,0.04,0.04,0.03,0.04,0.04,0.03,3,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.04,0.05
O:MU210108C00093000,2021-01-04,2021-01-08,MU,C,93.0,381,0.06,0.02,18.31,NO,0.04,0.05,0.02,0.03,0.06,0.02,15,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.04,0.08
O:MU210108C00094000,2021-01-04,2021-01-08,MU,C,94.0,28,0.03,0.01,19.58,NO,0.02,0.03,0.01,0.01,0.04,0.01,16,1609736400000000000,4,76.48,74.05,78.61,73.75,78.61,77.42,84.16,84.16,0.0009,0.02,0.05
