Date,Close/Last,Volume,Open,High,Low
01/02/2026,45.65,31935520,44.72,45.7799,44.49
12/31/2025,44.71,16965920,44.93,45.02,44.57
12/30/2025,44.96,18654740,44.80,45.0884,44.80
12/29/2025,44.62,31352050,44.51,44.74,44.29
12/26/2025,44.20,17884480,44.32,44.435,43.99
12/24/2025,44.37,11293860,44.415,44.555,44.31
12/23/2025,44.50,19137540,44.37,44.55,44.22
12/22/2025,44.21,23707420,44.14,44.485,44.09
12/19/2025,44.13,31959550,44.25,44.53,44.025
12/18/2025,44.13,29920200,44.65,44.71,43.98
12/17/2025,44.78,43375290,44.13,44.88,44.06
12/16/2025,43.81,49312410,44.83,44.85,43.77
12/15/2025,45.19,27521550,45.61,45.61,44.82
12/12/2025,45.51,33161150,46.045,46.235,45.39
12/11/2025,45.96,25827240,45.90,46.245,45.84
12/10/2025,46.18,26255070,45.84,46.265,45.625
12/09/2025,45.70,20917430,45.50,46.08,45.46
12/08/2025,45.42,27891930,45.66,45.92,45.27
12/05/2025,45.92,22164390,46.03,46.66,45.91
12/04/2025,46.11,23799700,45.89,46.1825,45.755
12/03/2025,45.915,30173980,45.375,45.995,45.31
12/02/2025,45.07,33304920,45.59,45.59,44.8425
12/01/2025,45.66,31150080,45.29,45.91,45.255
11/28/2025,45.225,16666626,44.665,45.4175,44.5975
11/26/2025,44.64,26611040,44.295,44.9575,44.255
11/25/2025,44.305,29298920,44.235,44.48,43.9375
11/24/2025,44.585,33681800,44.66,44.725,43.895
11/21/2025,44.71,39317220,44.505,44.905,44.035
11/20/2025,44.43,41630040,45.17,45.7825,44.395
11/19/2025,44.94,41062740,44.725,45.0825,44.41
11/18/2025,45.53,34839900,44.975,45.65,44.85
11/17/2025,45.17,37447340,45.955,45.97,44.99
11/14/2025,46.01,34179720,45.48,46.11,44.9075
11/13/2025,45.24,32243820,45.27,45.65,45.0375
11/12/2025,45.125,29863300,45.455,45.665,45.06
11/11/2025,45.765,38752760,45.445,46.085,45.41
11/10/2025,45.175,31264540,44.885,45.28,44.3025
11/07/2025,44.77,35458420,44.29,44.8725,44.1675
11/06/2025,44.135,32155420,43.775,44.55,43.775
11/05/2025,43.71,23857160,43.60,44.195,43.5425
11/04/2025,43.595,29477620,43.53,43.715,43.185
11/03/2025,44.07,22232660,44.075,44.19,43.565
10/31/2025,44.065,26985360,43.85,44.3125,43.66
10/30/2025,43.745,20663500,43.99,44.3099,43.6825
10/29/2025,44.005,26807880,43.7275,44.23,43.64
10/28/2025,43.68,22474500,43.975,44.115,43.655
10/27/2025,44.14,19597228,44.175,44.32,43.9453
10/24/2025,44.035,21190900,44.685,44.70,44.005
10/23/2025,44.485,47308840,44.685,44.7775,44.215
10/22/2025,43.90,32814080,43.635,44.09,43.27
10/21/2025,43.345,25885220,43.565,43.665,43.125
10/20/2025,43.445,25352360,43.065,43.5425,43.065
10/17/2025,42.99,24072060,42.82,43.08,42.645
10/16/2025,42.64,29193860,43.235,43.365,42.35
10/15/2025,43.16,24267080,43.46,43.705,42.8375
10/14/2025,43.185,25084580,42.575,43.4275,42.52
10/13/2025,43.19,22889580,42.9325,43.245,42.795
10/10/2025,42.61,44892240,43.555,43.775,42.595
10/09/2025,43.88,23397880,44.58,44.96,43.8325
10/08/2025,44.485,20024220,44.745,44.745,44.1475
10/07/2025,44.745,25324560,44.6325,44.78,43.955
10/06/2025,44.675,21488480,44.735,44.93,44.495
