ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:VXX200110C00019000,2020-01-06,2020-01-10,VXX,C,1.27,209,0.02,0.01,0.03,0.01,45,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VOD200110C00019500,2020-01-06,2020-01-10,VOD,C,1.3,9,0.02,0.02,0.02,0.02,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00019500,2020-01-06,2020-01-10,VXX,C,1.3,85,0.02,0.01,0.02,0.01,22,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VOD200110C00020000,2020-01-06,2020-01-10,VOD,C,1.33,7,0.0,0.0,0.01,0.0,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00020000,2020-01-06,2020-01-10,VXX,C,1.33,198,0.02,0.01,0.02,0.01,27,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00020500,2020-01-06,2020-01-10,VXX,C,1.37,175,0.01,0.01,0.01,0.01,36,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00021000,2020-01-06,2020-01-10,VXX,C,1.4,177,0.01,0.0,0.01,0.0,6,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00021500,2020-01-06,2020-01-10,VXX,C,1.43,157,0.01,0.01,0.01,0.01,9,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00022000,2020-01-06,2020-01-10,VXX,C,1.47,835,0.01,0.0,0.01,0.0,23,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00022500,2020-01-06,2020-01-10,VXX,C,1.5,52,0.01,0.0,0.01,0.0,7,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00023000,2020-01-06,2020-01-10,VXX,C,1.53,137,0.0,0.0,0.0,0.0,11,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00024000,2020-01-06,2020-01-10,VXX,C,1.6,191,0.0,0.0,0.0,0.0,9,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00025000,2020-01-06,2020-01-10,VXX,C,1.67,38,0.0,0.0,0.01,0.0,12,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00026000,2020-01-06,2020-01-10,VXX,C,1.73,4,0.0,0.0,0.0,0.0,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00027000,2020-01-06,2020-01-10,VXX,C,1.8,10,0.0,0.0,0.0,0.0,2,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00030000,2020-01-06,2020-01-10,VXX,C,2.0,28,0.0,0.0,0.0,0.0,4,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00034000,2020-01-06,2020-01-10,VXX,C,2.27,6,0.0,0.0,0.0,0.0,6,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00037000,2020-01-06,2020-01-10,VXX,C,2.47,79,0.0,0.0,0.0,0.0,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VXX200110C00038000,2020-01-06,2020-01-10,VXX,C,2.53,31,0.0,0.0,0.0,0.0,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00040000,2020-01-06,2020-01-10,VIAC,C,2.67,131,0.5,0.5,0.5,0.5,5,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00041000,2020-01-06,2020-01-10,VIAC,C,2.73,1,0.16,0.16,0.16,0.16,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00041500,2020-01-06,2020-01-10,VIAC,C,2.77,50,0.15,0.19,0.19,0.12,8,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00042000,2020-01-06,2020-01-10,VIAC,C,2.8,756,0.09,0.12,0.12,0.07,58,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VWO200110C00042000,2020-01-06,2020-01-10,VWO,C,2.8,25,0.55,0.55,0.55,0.55,2,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00042500,2020-01-06,2020-01-10,VIAC,C,2.83,202,0.06,0.06,0.06,0.04,24,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00043000,2020-01-06,2020-01-10,VIAC,C,2.87,127,0.03,0.03,0.04,0.02,23,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00043500,2020-01-06,2020-01-10,VIAC,C,2.9,54,0.02,0.02,0.02,0.01,4,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VIAC200110C00044000,2020-01-06,2020-01-10,VIAC,C,2.93,536,0.0,0.02,0.02,0.0,22,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VWO200110C00045000,2020-01-06,2020-01-10,VWO,C,3.0,2,0.04,0.04,0.04,0.04,2,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00057000,2020-01-06,2020-01-10,VZ,C,3.8,3,0.81,0.81,0.81,0.81,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00057500,2020-01-06,2020-01-10,VZ,C,3.83,1,0.7,0.7,0.7,0.7,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00058000,2020-01-06,2020-01-10,VZ,C,3.87,101,0.62,0.55,0.62,0.55,2,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00059000,2020-01-06,2020-01-10,VZ,C,3.93,11,0.39,0.32,0.39,0.32,2,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00059500,2020-01-06,2020-01-10,VZ,C,3.97,10,0.28,0.22,0.28,0.19,8,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00060000,2020-01-06,2020-01-10,VZ,C,4.0,1598,0.1,0.11,0.17,0.1,100,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00060500,2020-01-06,2020-01-10,VZ,C,4.03,476,0.07,0.04,0.09,0.04,119,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00061000,2020-01-06,2020-01-10,VZ,C,4.07,817,0.02,0.02,0.03,0.01,110,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00061500,2020-01-06,2020-01-10,VZ,C,4.1,203,0.01,0.0,0.02,0.0,21,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00062000,2020-01-06,2020-01-10,VZ,C,4.13,66,0.01,0.0,0.01,0.0,19,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00062500,2020-01-06,2020-01-10,VZ,C,4.17,23,0.0,0.0,0.0,0.0,5,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VZ200110C00063000,2020-01-06,2020-01-10,VZ,C,4.2,4,0.0,0.0,0.0,0.0,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00085000,2020-01-06,2020-01-10,VLO,C,5.67,1,1.66,1.66,1.66,1.66,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00086000,2020-01-06,2020-01-10,VLO,C,5.73,1,1.25,1.25,1.25,1.25,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00086500,2020-01-06,2020-01-10,VLO,C,5.77,7,1.12,1.12,1.12,1.12,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00088000,2020-01-06,2020-01-10,VLO,C,5.87,42,0.98,0.75,1.05,0.75,16,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00089000,2020-01-06,2020-01-10,VLO,C,5.93,75,0.79,0.69,0.79,0.68,8,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00090000,2020-01-06,2020-01-10,VLO,C,6.0,28,0.53,0.42,0.56,0.42,6,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00091000,2020-01-06,2020-01-10,VLO,C,6.07,181,0.41,0.4,0.42,0.27,41,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00091500,2020-01-06,2020-01-10,VLO,C,6.1,220,0.32,0.28,0.35,0.21,51,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00092000,2020-01-06,2020-01-10,VLO,C,6.13,284,0.26,0.21,0.31,0.17,47,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00092500,2020-01-06,2020-01-10,VLO,C,6.17,53,0.2,0.16,0.22,0.13,19,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00093000,2020-01-06,2020-01-10,VLO,C,6.2,128,0.12,0.12,0.18,0.09,34,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00093500,2020-01-06,2020-01-10,VLO,C,6.23,39,0.12,0.08,0.13,0.06,13,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00094000,2020-01-06,2020-01-10,VLO,C,6.27,246,0.04,0.06,0.1,0.04,34,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00094500,2020-01-06,2020-01-10,VLO,C,6.3,17,0.07,0.04,0.07,0.03,9,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00095000,2020-01-06,2020-01-10,VLO,C,6.33,96,0.05,0.02,0.05,0.02,27,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00095500,2020-01-06,2020-01-10,VLO,C,6.37,4,0.03,0.02,0.03,0.02,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00096000,2020-01-06,2020-01-10,VLO,C,6.4,46,0.01,0.01,0.02,0.01,8,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00096500,2020-01-06,2020-01-10,VLO,C,6.43,36,0.02,0.01,0.02,0.01,19,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00097000,2020-01-06,2020-01-10,VLO,C,6.47,6,0.01,0.01,0.01,0.01,5,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00097500,2020-01-06,2020-01-10,VLO,C,6.5,1,0.01,0.01,0.01,0.01,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VFC200110C00098000,2020-01-06,2020-01-10,VFC,C,6.53,10,0.36,0.36,0.36,0.36,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VLO200110C00098000,2020-01-06,2020-01-10,VLO,C,6.53,15,0.0,0.0,0.0,0.0,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VFC200110C00098500,2020-01-06,2020-01-10,VFC,C,6.57,10,0.25,0.26,0.26,0.25,5,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VFC200110C00100000,2020-01-06,2020-01-10,VFC,C,6.67,20,0.1,0.1,0.1,0.1,2,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00147000,2020-01-06,2020-01-10,V,C,9.8,1,10.4,10.4,10.4,10.4,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VMW200110C00149000,2020-01-06,2020-01-10,VMW,C,9.93,1,1.07,1.07,1.07,1.07,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VMW200110C00150000,2020-01-06,2020-01-10,VMW,C,10.0,26,0.85,1.14,1.14,0.85,6,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VMW200110C00152500,2020-01-06,2020-01-10,VMW,C,10.17,47,0.46,0.64,0.72,0.46,21,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VMW200110C00155000,2020-01-06,2020-01-10,VMW,C,10.33,81,0.38,0.37,0.38,0.21,29,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VMW200110C00157500,2020-01-06,2020-01-10,VMW,C,10.5,53,0.12,0.15,0.18,0.12,14,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VMW200110C00160000,2020-01-06,2020-01-10,VMW,C,10.67,49,0.08,0.05,0.08,0.04,15,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VMW200110C00162500,2020-01-06,2020-01-10,VMW,C,10.83,6,0.04,0.01,0.04,0.01,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00165000,2020-01-06,2020-01-10,V,C,11.0,29,5.75,5.96,5.96,5.71,9,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00170000,2020-01-06,2020-01-10,V,C,11.33,4,4.64,4.54,4.66,4.54,4,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00172500,2020-01-06,2020-01-10,V,C,11.5,1,4.04,4.04,4.04,4.04,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00175000,2020-01-06,2020-01-10,V,C,11.67,11,3.38,3.4,3.42,3.38,4,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00177500,2020-01-06,2020-01-10,V,C,11.83,8,2.68,2.7,2.7,2.68,6,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00182500,2020-01-06,2020-01-10,V,C,12.17,14,1.45,1.55,1.66,1.45,4,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00185000,2020-01-06,2020-01-10,V,C,12.33,65,0.88,0.92,1.1,0.78,21,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00187500,2020-01-06,2020-01-10,V,C,12.5,1014,0.47,0.61,0.63,0.39,286,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00190000,2020-01-06,2020-01-10,V,C,12.67,3113,0.17,0.25,0.27,0.13,502,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00192500,2020-01-06,2020-01-10,V,C,12.83,1165,0.06,0.07,0.08,0.03,207,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00195000,2020-01-06,2020-01-10,V,C,13.0,459,0.01,0.02,0.02,0.01,73,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00197500,2020-01-06,2020-01-10,V,C,13.17,68,0.02,0.0,0.02,0.0,12,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:V200110C00200000,2020-01-06,2020-01-10,V,C,13.33,10,0.0,0.0,0.0,0.0,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00207500,2020-01-06,2020-01-10,VRTX,C,13.83,5,4.0,4.0,4.0,4.0,1,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00215000,2020-01-06,2020-01-10,VRTX,C,14.33,7,2.3,2.4,2.4,2.17,4,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00217500,2020-01-06,2020-01-10,VRTX,C,14.5,5,1.35,1.56,1.56,1.35,3,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00220000,2020-01-06,2020-01-10,VRTX,C,14.67,56,0.5,1.28,1.28,0.5,22,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00222500,2020-01-06,2020-01-10,VRTX,C,14.83,205,0.34,0.8,0.82,0.34,45,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00225000,2020-01-06,2020-01-10,VRTX,C,15.0,135,0.1,0.45,0.45,0.1,46,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00227500,2020-01-06,2020-01-10,VRTX,C,15.17,17,0.1,0.25,0.25,0.09,8,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00230000,2020-01-06,2020-01-10,VRTX,C,15.33,25,0.05,0.11,0.11,0.05,4,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VRTX200110C00235000,2020-01-06,2020-01-10,VRTX,C,15.67,3,0.12,0.1,0.12,0.1,2,1578286800000000000,4,Weekly,188.0,189.19,189.21,187.16,189.21,193.77,194.57,194.57
O:VHC200117C00001000,2020-01-13,2020-01-17,VHC,C,0.07,25,0.78,0.78,0.78,0.78,10,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
O:VSTM200117C00001000,2020-01-13,2020-01-17,VSTM,C,0.07,169,0.2,0.21,0.22,0.2,10,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
O:VBIV200117C00002500,2020-01-13,2020-01-17,VBIV,C,0.17,1274,0.01,0.01,0.04,0.01,94,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
O:VERU200117C00002500,2020-01-13,2020-01-17,VERU,C,0.17,64,0.42,0.41,0.48,0.4,17,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
O:VKTX200117C00002500,2020-01-13,2020-01-17,VKTX,C,0.17,2,1.23,1.23,1.23,1.23,1,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
O:VNTR200117C00002500,2020-01-13,2020-01-17,VNTR,C,0.17,2,0.3,0.3,0.3,0.3,2,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
O:VRAY200117C00002500,2020-01-13,2020-01-17,VRAY,C,0.17,45,0.18,0.11,0.18,0.11,15,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
O:VSTM200117C00002500,2020-01-13,2020-01-17,VSTM,C,0.17,4,0.01,0.01,0.01,0.01,2,1578891600000000000,4,Weekly,194.44,195.33,195.6,194.28,195.6,204.7,204.75,204.75
